TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
6821;8042;Weinsberg;8;BW;A;81;;2;Würzburg;AK Kreuz Weinsberg (A6);N;Singen;AS Weinsberg/Ellhofen;S;6;536,4;196;126;37;33;89.886;44.078;45.808;91.609;45.295;46.314;89.269;44.576;44.694;84.523;39.135;45.388;+1,1;-0,1;+1,9;+4,7;14.312;7.257;7.056;17.256;8.745;8.511;14.419;7.362;7.057;3.712;1.835;1.877;+2,2;+1,7;+1,0;+11,0;15,9;18,8;16,2;4,4;0,97;0,88;1,12;5.007;14,3;1.221;29,2;5.334;15,0;4.027;11,4;;;;;;;;;;;;;;;;;;D;C;B;C;D;B;8;;C;;;D;8;17;D;8;18;C;;;E;17;;B;12;;A;;;B;14;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;522.298;5.443.397;92.892;45.955;46.937;18.554;9.465;9.089;81.931;41.044;40.887;6.759;3.206;3.553;;;;;;;;;;;;;;;;;93.622;46.261;47.361;19.109;9.730;9.379;20,4;21,0;19,8;49,14299004;9,30573322;4.086;4.504;9,3;9,8;10,3;3,5;;;8,8;9,5;46.313;47.006;0,83;0,93;0,90;1,04;1,19;1,06;0,87;0,86;;;;;;;;;;;;;180;6821095O6821058O;0,011;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7817;8032;Zimmern ob Rottweil;8;BW;A;81;;2;Stuttgart;AS Rottweil;N;Singen;AS Villingen-Schwenningen;S;4;668,8;328;192;75;61;49.316;24.370;24.945;48.116;23.759;24.357;50.783;24.872;25.911;51.765;25.922;25.843;+1,5;+0,9;+2,0;+3,2;6.469;3.131;3.338;7.816;3.779;4.037;6.744;3.243;3.501;1.341;689;652;+2,1;+1,6;+1,9;+7,4;13,1;16,2;13,3;2,6;1,06;1,10;1,20;2.813;12,2;538;22,9;3.016;13,3;2.207;7,8;;;;;;;;;;;;;;;;;;C;C;D;D;D;D;9;18;G;8;;E;18;;B;8;;E;17;;C;;;B;11;;C;11;13;D;18;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;468.231;5.334.231;48.837;24.076;24.761;8.530;4.140;4.390;48.649;23.902;24.747;2.775;1.238;1.537;;;;;;;;;;;;;;;;;48.342;23.878;24.464;8.724;4.238;4.486;18,0;17,7;18,3;48,16053036;8,57278223;2.697;2.581;11,1;10,3;2,4;2,3;;;11,3;10,6;23.149;23.581;1,10;1,10;0,94;1,02;1,24;1,17;1,00;1,00;;;;;;;;;;;;;30;7817032O7917047O;1,926;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7735;9217;AD M.-Feldmoching (N);9;BY;A;92;;8+1;Landshut;AS Oberschleißheim;O;München;AD Dreieck München-Feldmoching (A99);W;4;2,3;334;191;82;61;61.652;30.257;31.395;65.374;32.389;32.985;60.930;30.230;30.700;49.910;23.028;26.882;-0,1;-0,5;-0,4;+2,0;5.911;2.891;3.019;7.370;3.611;3.759;5.957;2.918;3.039;879;402;476;+0,2;-0,3;+0,5;+3,8;9,6;11,3;9,8;1,8;0,93;0,72;1,03;3.488;8,8;731;17,1;3.819;9,5;2.494;5,7;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;17;B;8;;D;8;17;B;8;;D;8;16;B;8;;A;;;A;;;A;;;D;18;;89,5;7,2;0,2;0,9;3,3;5,6;4,1;0,7;0,0;87,8;7,9;0,2;0,9;3,8;6,7;4,9;0,8;0,0;89,3;7,1;0,2;0,9;3,2;5,8;4,2;0,8;0,0;97,5;4,0;0,2;0,8;0,8;0,7;0,6;0,2;0,0;688.098;5.346.630;66.675;33.230;33.446;8.027;3.931;4.096;52.049;24.918;27.131;1.970;977;993;;;;;;;;;;;;;;;;;67.683;33.691;33.992;8.288;4.058;4.230;12,2;12,0;12,4;48,24495409;11,53367972;3.028;3.253;10,0;10,4;9,7;10,8;5,8;5,4;9,0;9,6;33.528;34.054;0,69;0,75;0,98;1,00;1,10;0,96;0,74;0,68;3.450;156;206;7;2.347;52;90;5;605;46;79;1;10;7735017O7735016O;2,255;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
7635;9007;AK Neufahrn (O);9;BY;A;92;;8+1;Landshut;AS Freising-Süd;O;München;AS Eching-Ost;W;6;15,2;327;203;71;53;102.770;50.394;52.375;109.699;53.294;56.404;100.478;49.026;51.452;82.139;42.291;39.848;-2,3;-2,6;-2,6;-1,2;;;;;;;;;;;;;;;;;;;;;0,92;0,75;1,01;5.691;;1.464;;6.068;;4.559;;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;7;18;D;8;17;C;;;D;8;18;C;;;C;;;A;;;A;;;A;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;696.461;5.356.242;112.484;54.739;57.745;;;;81.644;39.564;42.081;;;;;;;;;;;;;;;;;;;;114.599;55.703;58.896;;;;;;;48,32880671;11,65067653;4.302;4.931;8,5;9,4;;;;;7,7;8,4;56.636;58.997;0,80;0,70;0,99;0,97;0,98;1,04;0,72;0,72;;;;;;;;;;;;;40;7635028O7636013O;1,584;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
7635;9015;AK Neufahrn (W);9;BY;A;92;;8+1;Landshut;AK Kreuz Neufahrn;O;München;AS Lohhof;W;4;10,9;147;77;45;25;72.590;37.151;35.440;77.341;39.090;38.251;71.674;36.317;35.357;57.597;31.628;25.968;;;;;;;;;;;;;;;;;;;;;;;;;0,93;0,73;1,03;4.107;;859;;4.430;;3.140;;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;18;D;8;18;D;8;18;D;9;18;D;8;16;D;8;17;D;11;;A;;;A;;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;692.574;5.353.445;79.209;39.999;39.210;;;;59.348;30.308;29.040;;;;;;;;;;;;;;;;;;;;80.495;40.643;39.852;;;;;;;48,30485655;11,59701440;3.689;3.588;9,9;10,1;;;;;9,1;9,0;41.179;40.164;0,79;0,66;1,00;0,95;0,98;1,08;0,69;0,73;;;;;;;;;;;;;30;7735020O7635023O;1,728;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
7537;9184;AS Erding;9;BY;A;92;;8+1;Landshut;AS Erding;O;München;AS Freising-Ost (B11a);W;4;31,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;706.260;5.363.290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,38901381;11,78618057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;7636012O7637021O;0,570;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
7636;9185;AS Flughafen München;9;BY;A;92;;8+1;Landshut;AS Flughafen München;O;München;AS Freising-Süd (B11);W;6;20,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700.739;5.357.407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,33792906;11,70888762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;7636013O7636022O;0,806;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
7636;9182;AS Freising Mitte;9;BY;A;92;;8+1;Landshut;AS Freising-Mitte (B301);O;München;AS Flughafen München;W;4;23,6;337;202;75;60;49.174;24.811;24.364;53.142;27.336;25.806;47.984;24.283;23.701;37.203;16.894;20.309;-5,3;-5,1;-6,6;-4,3;;;;;;;;;;;;;;;;;;;;;0,90;0,71;1,02;2.761;;624;;2.997;;2.055;;;;;;;;;;;;;;;;;;;E;E;A;A;B;F;17;;A;7;;F;18;;A;7;;E;16;;B;8;;A;;;A;;;A;;;D;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;702.122;5.358.967;54.243;27.776;26.467;;;;39.634;20.353;19.281;;;;;;;;;;;;;;;;;;;;55.400;28.496;26.903;;;;;;;48,35150813;11,72828140;3.072;3.024;12,4;12,4;;;;;10,8;11,2;28.503;27.252;0,61;0,80;0,91;1,01;1,09;0,95;0,74;0,73;;;;;;;;;;;;;60;7636022O7636025O;0,056;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
7636;9183;AS Freising Ost;9;BY;A;92;;8+1;Landshut;AS Freising-Ost (B11a);O;München;AS Freising-Mitte (B301);W;4;26,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;703.657;5.361.678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,37537431;11,75028419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;7636025O7636012O;0,566;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
7438;9017;Altdorf (O);9;BY;A;92;;8+1;Landshut;AS Landshut-Nord;O;München;AS Altdorf;W;4;62,8;318;182;77;59;44.610;22.100;22.510;47.037;23.779;23.258;44.583;22.474;22.109;36.380;15.900;20.480;+1,4;+1,1;+1,7;+1,8;5.924;2.915;3.009;7.439;3.673;3.765;5.986;2.935;3.051;685;305;380;-0,9;-0,8;-1,3;-13,2;13,3;15,8;13,4;1,9;0,95;0,76;1,05;2.506;12,4;565;21,5;2.764;13,2;1.732;8,5;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;17;G;7;;E;18;;B;8;;E;16;;D;8;15;B;11;;A;;;A;;;D;18;;84,6;8,3;0,6;1,5;2,8;10,2;8,1;0,3;0,6;82,1;8,8;0,5;1,4;3,3;12,3;9,7;0,3;0,7;84,4;8,6;0,6;1,7;2,8;10,4;8,2;0,3;0,5;96,1;5,4;0,8;1,6;0,6;0,9;0,7;0,3;0,4;729.700;5.384.335;48.398;24.402;23.996;8.156;4.014;4.142;36.601;18.710;17.891;1.685;865;820;;;;;;;;;;;;;;;;;48.898;24.680;24.218;8.418;4.151;4.267;17,2;16,8;17,6;48,56996311;12,11390852;2.435;2.234;11,0;9,9;10,7;14,3;8,3;10,2;9,9;9,2;24.490;24.504;0,63;0,88;0,90;1,08;1,15;0,95;0,76;0,73;2.383;87;277;17;1.575;29;118;10;441;25;96;3;90;7438029O7438030O;1,427;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
7341;9019;Landau a.d. Isar (W);9;BY;A;92;;8+1;Deggendorf;AS Landau a. d. Isar;O;Landshut;AS Pilsting-Großköllnbach;W;4;104,7;194;101;56;37;34.707;17.624;17.083;36.564;19.020;17.545;34.318;17.725;16.593;28.888;12.741;16.147;;;;;5.315;2.591;2.724;6.740;3.303;3.437;5.231;2.527;2.704;568;249;319;;;;;15,3;18,4;15,2;2,0;0,94;0,77;1,08;1.924;14,4;490;22,1;2.123;15,1;1.328;11,1;;;;;;;;;;;;;;;;;;E;C;A;A;B;E;17;;G;7;;E;17;;B;7;;F;14;;B;7;;B;11;;A;;;B;12;;D;17;;82,7;8,8;0,9;1,5;3,0;11,4;9,1;0,9;0,5;79,6;9,4;0,8;1,4;3,6;13,8;11,0;1,0;0,6;82,7;9,1;0,7;1,7;2,9;11,5;9,2;0,8;0,4;96,1;5,6;1,0;1,5;0,7;0,9;0,7;0,4;0,4;768.488;5.399.258;37.799;19.535;18.264;7.337;3.579;3.758;27.065;14.485;12.580;1.475;744;731;;;;;;;;;;;;;;;;;38.291;19.837;18.454;7.633;3.737;3.896;19,9;18,8;21,1;48,68853540;12,64836728;2.181;1.936;12,4;11,3;10,5;1,3;7,7;0,5;11,0;10,5;19.533;18.311;0,64;0,92;0,89;1,13;1,21;0,95;0,73;0,67;1.783;83;239;18;1.168;33;114;12;378;29;80;4;100;7341022O7342032O;3,020;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
7735;9006;Oberschleißheim (O);9;BY;A;92;;8+1;Landshut;AS Lohhof;O;München;AS Oberschleißheim;W;4;3,9;135;92;20;23;63.665;31.242;32.423;66.784;33.377;33.407;62.973;31.306;31.667;53.940;23.887;30.052;-2,4;-3,2;-3,4;+2,5;7.298;3.503;3.796;9.086;4.388;4.697;7.425;3.543;3.882;1.046;433;613;-0,3;-0,4;-1,0;+1,6;11,5;13,6;11,8;1,9;0,94;0,80;1,03;3.597;10,7;765;18,4;3.733;11,9;3.189;6,7;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;9;18;G;8;;D;10;18;B;9;;C;;;C;;;A;;;A;;;A;;;D;19;;87,5;7,5;0,6;1,1;3,7;7,1;5,3;0,6;0,0;85,3;8,2;0,6;1,1;4,4;8,6;6,4;0,7;0,0;87,1;7,7;0,6;1,1;3,8;7,4;5,5;0,7;0,0;97,1;4,3;0,8;0,9;0,9;0,8;0,6;0,2;0,0;688.120;5.348.265;67.890;34.202;33.688;9.936;4.779;5.157;55.403;26.117;29.286;2.364;1.169;1.195;;;;;;;;;;;;;;;;;68.845;34.656;34.189;10.231;4.935;5.296;14,9;14,2;15,5;48,25963991;11,53469968;2.912;3.200;9,3;9,9;11,4;11,5;6,7;6,9;8,4;9,4;34.646;34.514;0,70;0,90;0,98;1,06;1,11;0,96;0,76;0,80;3.268;176;266;22;2.951;76;139;23;618;42;99;6;20;7735016O7735020O;0,825;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
5637;9096;AD Hochfranken (S);9;BY;A;93;;8+1;AD Hochfranken (A72);AD Dreieck Hochfranken (A72);N;Hof;AS Hof-Ost;S;4;22,8;259;161;52;46;23.100;11.688;11.412;22.610;11.599;11.011;24.032;12.521;11.511;23.562;10.914;12.648;+3,8;+2,0;+4,3;+9,5;4.838;2.437;2.401;5.946;3.005;2.941;5.024;2.538;2.487;825;373;452;-0,5;-0,8;+0,7;-10,9;20,9;26,3;20,9;3,5;1,06;1,00;1,16;1.294;19,1;300;36,5;1.453;19,4;816;17,9;;;;;;;;;;;;;;;;;;E;B;E;C;D;E;17;;G;8;;E;17;;B;8;;F;14;;C;;;D;12;;F;11;;F;14;;B;12;;76,5;8,7;1,9;1,5;3,5;17,1;13,5;0,3;1,0;71,3;9,0;1,8;1,4;4,2;21,8;17,2;0,3;1,0;76,5;9,0;1,8;1,7;3,4;17,2;13,6;0,3;0,9;93,8;7,6;2,1;1,7;1,5;1,7;1,3;0,4;1,0;710.731;5.585.001;23.487;12.065;11.422;6.493;3.267;3.226;20.682;10.839;9.843;1.855;1.004;851;;;;;;;;;;;;;;;;;23.117;11.843;11.273;6.643;3.345;3.299;28,7;28,2;29,3;50,37926833;11,96403906;1.643;1.456;14,1;12,8;2,2;2,3;0,6;0,6;13,9;12,9;11.415;10.574;0,88;1,14;0,92;1,27;1,26;1,06;0,81;0,77;1.149;51;230;23;651;30;116;19;181;20;90;10;140;5637053O5637052O;0,534;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
8138;9190;AD Inntal (S);9;BY;A;93;;8+1;Rosenheim;AD Dreieck Inntal (A8);N;Kiefersfelden;AS Reischenhart;S;4;1,8;307;184;69;54;52.628;26.407;26.221;51.086;25.064;26.022;55.436;27.821;27.616;54.237;29.146;25.092;;;;;8.876;4.445;4.431;10.981;5.485;5.496;8.842;4.441;4.401;1.749;907;842;;;;;16,9;21,5;16,0;3,2;1,09;1,03;1,15;2.978;15,3;623;31,8;3.303;15,7;2.003;13,4;;;;;;;;;;;;;;;;;;E;C;E;F;E;G;8;;D;8;18;D;8;18;C;;;C;;;E;16;;D;13;;B;12;;B;12;;B;12;;81,7;9,4;0,4;1,4;1,5;14,7;12,7;0,7;0,0;77,3;9,6;0,3;1,2;1,9;19,0;16,4;0,6;0,0;82,3;9,3;0,4;1,7;1,5;13,9;12,1;0,6;0,0;95,1;8,8;0,5;1,7;0,5;2,0;1,8;0,8;0,0;731.402;5.298.121;50.882;24.993;25.889;11.329;5.616;5.712;59.006;29.805;29.200;5.902;3.191;2.711;;;;;;;;;;;;;;;;;49.958;24.356;25.602;11.765;5.831;5.934;23,6;23,9;23,2;47,79482472;12,08999666;3.116;3.010;11,8;11,5;1,3;6,6;0,5;5,7;12,8;11,8;23.042;23.402;1,21;0,86;0,95;0,95;1,11;1,20;1,12;0,98;2.771;70;448;13;1.728;34;234;7;424;21;177;1;30;8138022O8238008O;1,809;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
6439;9087;AK Oberpfälzer Wald (S);9;BY;A;93;;8+1;Weiden;AK Kreuz Oberpfälzer Wald (A6);N;Regensburg;AS Pfreimd;S;4;139,0;345;202;80;63;37.385;18.720;18.665;37.450;19.081;18.369;38.069;19.601;18.469;36.279;16.349;19.930;+1,9;+0,7;+1,4;+7,0;6.085;3.049;3.036;7.511;3.774;3.737;6.269;3.142;3.127;990;461;529;-1,4;-1,3;-2,8;-2,0;16,3;20,1;16,5;2,7;1,02;0,96;1,16;2.089;14,8;496;28,6;2.297;15,4;1.465;12,1;;;;;;;;;;;;;;;;;;E;B;D;C;D;D;8;17;G;8;;E;17;;D;8;17;E;13;;D;8;14;D;14;;B;12;;C;17;;D;17;;81,2;8,5;0,7;1,5;2,6;13,2;10,3;0,4;1,0;77,6;8,9;0,6;1,3;3,1;16,6;13,0;0,4;1,0;80,7;8,5;0,8;1,7;2,8;13,3;10,4;0,4;1,2;94,8;7,0;0,8;1,6;0,9;1,3;1,0;0,5;0,9;730.268;5.488.506;38.402;19.549;18.853;8.149;4.069;4.079;33.877;17.667;16.210;2.476;1.351;1.125;;;;;;;;;;;;;;;;;38.263;19.452;18.810;8.369;4.184;4.185;21,9;21,5;22,2;49,50541742;12,18077432;2.173;2.048;11,6;11,0;7,3;1,7;5,4;0,6;11,2;10,9;18.435;17.830;0,83;1,09;0,90;1,20;1,29;1,02;0,84;0,77;1.928;70;284;15;1.279;33;143;10;351;22;120;3;100;6438033O6539004O;1,928;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
7038;9045;AK Regensburg (N);9;BY;A;93;;8+1;Weiden;AS Regensburg-Kumpfmühl;N;Regensburg;AK Kreuz Regensburg (A3);S;5;199,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;724.066;5.431.856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,99889233;12,06354345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;6938030O7038002O;0,458;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
8238;9629;Fischbach am Inn;9;BY;A;93;;8+1;Rosenheim;AS Brannenburg;N;Bundesgrenze (A);AS Oberaudorf;S;4;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;736.316;5.289.042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,71147526;12,15058820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;8238012O8339003O;3,397;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
8339;9191;Kiefersfelden (S);9;BY;A;93;;8+1;Rosenheim;AS Kiefersfelden;N;Kiefersfelden;AS GÜG Kiefersfelden-Autobahn;S;4;25,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;740.153;5.277.461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,60602480;12,19529464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8339006O8339007O;1,525;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
